Word 1 	 Word 2 	 Label 	 Additive 	 Multiplicative 	 Hy-Avg 0.5 	 Hy-Avg 0.7 	 Hy-Norm 0.5 	 Hy-Norm 0.7
ses	thurr	0	0	0	0	0	0	0
ses	khoshk	0	0	0	0	0	0	0
ses	sech	0	0	0	0	0	0	0
ses	turrur	0	0	0	0	0	0	0
ses	suku	0	0	0	0	0	0	0
ses	suv	0	0	0	0	0	0	0
ses	sauss	0	0	0	0	0	0	0
ses	droech	0	0	0	0	0	0	0
ses	suxe	0	0	0	0	0	0	0
ses	suchy	0	0	0	0	0	0	0
i-that	kok	0	0	0	0	0	0	0
i-that	sir	0	0	0	0	0	0	0
i-that	thurr	0	0	0	0	0	0	0
i-that	khoshk	0	0	0	0	0	0	0
i-that	sech	0	0	0	0	0	0	0
i-that	turrur	0	0	0	0	0	0	0
i-that	suku	0	0	0	0	0	0	0
i-that	suv	0	0	0	0	0	0	0
i-that	sauss	0	0	0	0	0	0	0
i-that	droech	0	0	0	0	0	0	0
i-that	suxe	0	0	0	0	0	0	0
i-that	suchy	0	0	0	0	0	0	0
kok	sir	0	0	0	0	0	0	0
kok	thurr	0	0	0	0	0	0	0
kok	khoshk	0	0	0	0	0	0	0
kok	sech	1	0	0	1	1	1	1
kok	turrur	0	0	0	0	0	0	0
kok	suku	0	0	0	0	0	0	0
kok	suv	1	0	0	0	0	0	0
kok	sauss	1	0	0	0	0	0	0
kok	droech	1	0	0	0	0	0	0
kok	suxe	0	0	0	0	0	0	0
kok	suchy	1	0	0	0	0	0	0
sir	thurr	1	1	0	0	0	0	0
sir	khoshk	0	0	0	0	0	0	0
sir	sech	0	0	0	0	0	0	0
sir	turrur	0	0	0	0	0	0	0
sir	suku	0	0	0	0	0	0	0
sir	suv	0	0	0	0	0	0	0
sir	sauss	0	0	0	0	0	0	0
sir	droech	0	0	0	0	0	0	0
sir	suxe	0	0	0	0	0	0	0
sir	suchy	0	0	0	0	0	0	0
thurr	khoshk	0	0	0	0	0	0	0
thurr	sech	0	0	0	0	0	0	0
thurr	turrur	0	0	0	0	0	0	0
thurr	suku	1	0	0	1	1	1	1
thurr	suv	0	0	0	0	0	0	0
thurr	sauss	0	0	0	0	0	0	0
thurr	droech	0	0	0	0	0	0	0
thurr	suxe	0	0	0	0	0	0	0
thurr	suchy	0	0	0	0	0	0	0
khoshk	sech	0	0	0	0	0	0	0
khoshk	turrur	0	0	0	0	0	0	0
khoshk	suku	0	0	0	0	0	0	0
khoshk	suv	1	0	0	0	0	0	0
khoshk	sauss	1	0	0	0	0	0	0
khoshk	droech	1	0	0	0	0	0	0
khoshk	suxe	0	0	0	0	0	0	0
khoshk	suchy	1	0	0	0	0	0	0
sech	turrur	1	0	0	0	0	0	0
sech	suku	0	0	0	0	0	0	0
sech	suv	0	0	0	0	0	0	0
sech	sauss	0	0	0	0	0	0	0
sech	droech	0	0	0	0	0	0	0
sech	suxe	0	0	0	0	0	0	0
sech	suchy	0	0	0	0	0	0	0
turrur	suku	0	0	0	0	0	0	0
turrur	suv	0	0	0	0	0	0	0
turrur	sauss	0	0	0	0	0	0	0
turrur	droech	0	0	0	0	0	0	0
turrur	suxe	0	0	0	0	0	0	0
turrur	suchy	0	0	0	0	0	0	0
suku	suv	0	0	0	0	0	0	0
suku	sauss	1	0	1	0	0	1	0
suku	droech	1	0	0	0	0	0	0
suku	suxe	0	0	0	0	0	0	0
suku	suchy	1	0	1	0	0	1	1
suv	sauss	1	0	0	0	1	0	0
suv	droech	1	0	0	0	0	0	0
suv	suxe	0	0	0	0	0	0	0
suv	suchy	1	0	1	0	0	0	0
sauss	droech	1	0	1	0	0	0	0
sauss	suxe	0	0	0	0	0	0	0
sauss	suchy	1	0	0	0	0	0	0
droech	suxe	1	0	0	0	0	0	0
droech	suchy	0	0	0	0	0	0	0
suxe	suchy	0	0	0	0	0	0	0
wij	mi	1	0	0	0	0	0	0
wij	nous	1	0	0	0	0	0	0
wij	emeis	1	0	0	0	0	0	0
wij	suk	1	0	0	0	0	0	0
wij	hami	0	0	0	0	0	0	0
wij	my	1	0	0	0	0	0	0
wij	wir	1	0	0	0	0	0	0
wij	hem	1	0	1	1	1	1	1
wij	nosus	1	0	0	0	0	0	0
wij	asi	1	0	0	0	0	0	0
wij	sinne	1	0	0	0	0	0	0
wij	api	1	1	0	1	1	0	0
wij	meis	1	0	0	0	0	0	0
wij	nos	1	0	0	0	0	0	0
wij	ons	1	1	0	1	1	0	1
wij	ma	1	0	0	1	1	0	0
wij	emis	1	0	0	0	0	0	0
wij	mizh	1	0	0	0	0	0	0
wij	amen	1	0	0	0	0	0	0
mi	nous	1	0	0	0	0	0	0
mi	emeis	1	0	0	0	0	0	0
mi	suk	1	0	1	0	0	0	0
mi	hami	0	0	0	0	0	0	0
mi	my	1	0	1	1	1	1	1
mi	wir	1	0	0	0	0	0	0
mi	hem	1	0	0	0	0	0	0
mi	nosus	1	0	0	0	0	0	0
mi	asi	1	0	0	0	0	0	0
mi	sinne	1	0	0	0	0	0	0
mi	api	1	0	0	0	0	0	0
mi	meis	1	0	0	0	0	0	0
mi	nos	1	0	1	0	0	1	1
mi	ons	1	0	0	0	0	0	0
mi	ma	1	0	0	1	1	0	0
mi	emis	1	0	0	0	0	0	0
mi	mizh	1	0	1	1	1	1	1
mi	amen	1	0	1	0	0	1	1
nous	emeis	1	0	0	0	0	0	0
nous	suk	1	0	0	0	0	0	0
nous	hami	0	1	0	0	0	0	0
nous	my	1	1	0	0	0	0	0
nous	wir	1	0	0	0	0	0	0
nous	hem	1	0	0	0	0	0	0
nous	nosus	1	0	0	0	0	0	0
nous	asi	1	0	1	1	1	1	1
nous	sinne	1	0	0	0	0	0	0
nous	api	1	1	0	1	1	0	0
nous	meis	1	0	0	0	0	0	0
nous	nos	1	0	0	0	0	0	0
nous	ons	1	1	1	1	1	1	1
nous	ma	1	1	1	1	1	1	1
nous	emis	1	0	0	0	0	0	0
nous	mizh	1	1	0	0	0	0	0
nous	amen	1	0	0	0	0	0	0
emeis	suk	1	0	0	0	0	0	0
emeis	hami	0	0	0	0	0	0	0
emeis	my	1	0	0	0	0	0	0
emeis	wir	1	0	0	0	0	0	0
emeis	hem	1	0	0	0	0	0	0
emeis	nosus	1	0	0	0	0	0	0
emeis	asi	1	0	0	0	0	0	0
emeis	sinne	1	0	0	0	0	0	0
emeis	api	1	1	0	0	0	0	0
emeis	meis	1	0	0	0	0	0	0
emeis	nos	1	0	1	1	1	1	1
emeis	ons	1	1	0	0	0	0	0
emeis	ma	1	0	0	0	0	0	0
emeis	emis	1	0	0	0	0	0	0
emeis	mizh	1	0	1	1	1	1	1
emeis	amen	1	0	0	0	0	0	0
suk	hami	1	0	0	0	0	0	0
suk	my	0	0	0	0	0	0	0
suk	wir	0	0	0	1	0	0	0
suk	hem	0	0	0	0	0	0	0
suk	nosus	0	0	0	0	0	0	0
suk	asi	0	0	1	0	0	1	0
suk	sinne	0	0	0	0	0	0	0
suk	api	0	1	0	1	1	0	0
suk	meis	0	0	0	0	0	0	0
suk	nos	0	0	0	0	0	0	0
suk	ons	0	1	0	1	1	0	1
suk	ma	0	1	0	1	1	0	0
suk	emis	0	0	0	0	0	0	0
suk	mizh	0	0	0	0	0	0	0
suk	amen	0	0	0	0	0	0	0
hami	my	0	0	0	0	0	0	0
hami	wir	1	0	0	0	0	0	0
hami	hem	1	0	0	0	0	0	0
hami	nosus	1	0	0	0	0	0	0
hami	asi	1	0	0	0	0	0	0
hami	sinne	1	0	0	0	0	0	0
hami	api	1	1	0	0	1	0	0
hami	meis	1	0	0	0	0	0	0
hami	nos	1	0	0	0	0	0	0
hami	ons	1	1	0	0	1	0	0
hami	ma	1	1	0	1	1	0	0
hami	emis	1	0	0	0	0	0	0
hami	mizh	1	0	0	0	1	0	0
hami	amen	1	0	0	0	0	0	0
my	wir	1	0	0	0	0	0	0
my	hem	1	0	0	0	0	0	0
my	nosus	1	0	0	0	0	0	0
my	asi	1	0	0	0	0	0	0
my	sinne	1	0	0	0	0	0	0
my	api	1	0	0	1	1	0	0
my	meis	1	0	0	0	0	0	0
my	nos	1	0	0	0	0	0	0
my	ons	1	0	0	1	1	0	0
my	ma	1	0	0	1	1	0	0
my	emis	1	0	0	0	0	0	0
my	mizh	1	0	0	0	0	0	0
my	amen	1	0	0	0	0	0	0
wir	hem	1	0	0	0	0	0	0
wir	nosus	1	0	0	0	0	0	0
wir	asi	1	0	0	0	0	0	0
wir	sinne	1	0	0	0	0	0	0
wir	api	1	0	0	0	0	0	0
wir	meis	1	0	0	0	0	0	0
wir	nos	1	0	0	0	0	0	0
wir	ons	1	0	0	0	0	0	1
wir	ma	1	0	0	0	0	0	0
wir	emis	1	0	0	0	0	0	0
wir	mizh	1	0	0	0	0	0	0
wir	amen	1	0	0	0	0	0	0
hem	nosus	1	0	0	0	0	0	0
hem	asi	1	0	0	0	0	0	0
hem	sinne	1	0	0	0	0	0	0
hem	api	1	0	0	0	0	0	0
hem	meis	1	0	0	0	0	0	0
hem	nos	1	0	0	0	0	0	0
hem	ons	1	0	0	0	0	0	1
hem	ma	1	0	0	0	0	0	0
hem	emis	1	0	0	0	0	0	0
hem	mizh	1	0	0	1	0	1	1
hem	amen	1	0	0	0	0	0	0
nosus	asi	1	0	0	0	0	0	0
nosus	sinne	1	0	0	0	0	0	0
nosus	api	1	1	0	0	0	0	0
nosus	meis	1	0	0	0	0	0	0
nosus	nos	1	0	0	0	0	0	0
nosus	ons	1	1	1	1	1	1	1
nosus	ma	1	0	1	1	1	1	1
nosus	emis	1	0	0	0	0	0	0
nosus	mizh	1	0	0	0	0	0	0
nosus	amen	1	0	0	0	0	0	0
asi	sinne	1	0	0	0	0	0	0
asi	api	1	0	0	1	1	0	1
asi	meis	1	0	0	0	0	0	0
asi	nos	1	0	0	0	0	0	0
asi	ons	1	0	0	0	0	0	0
asi	ma	1	0	0	0	0	0	0
asi	emis	1	0	0	0	0	0	0
asi	mizh	1	0	0	0	0	0	0
asi	amen	1	0	0	0	0	0	0
sinne	api	1	0	0	0	0	0	0
sinne	meis	1	0	0	0	0	0	0
sinne	nos	1	1	0	0	0	0	0
sinne	ons	1	1	0	1	1	0	1
sinne	ma	1	1	0	1	1	0	0
sinne	emis	1	1	0	0	1	0	0
sinne	mizh	1	1	0	1	1	0	0
sinne	amen	1	0	0	0	0	0	0
api	meis	1	0	0	0	0	0	0
api	nos	1	0	0	0	0	0	0
api	ons	1	0	0	0	0	0	0
api	ma	1	0	0	0	1	0	0
api	emis	1	0	0	0	0	0	0
api	mizh	1	0	0	0	0	0	0
api	amen	1	0	0	0	0	0	0
meis	nos	1	0	0	0	0	0	0
meis	ons	1	1	0	0	0	0	0
meis	ma	1	1	0	0	1	0	0
meis	emis	1	0	0	0	0	0	0
meis	mizh	1	0	1	1	1	1	1
meis	amen	1	0	0	0	0	0	0
nos	ons	1	0	0	0	0	0	0
nos	ma	1	1	1	1	1	1	1
nos	emis	1	1	0	0	1	0	0
nos	mizh	1	1	0	1	1	0	0
nos	amen	1	0	0	0	0	0	0
ons	ma	1	0	0	0	0	0	0
ons	emis	1	0	0	1	1	0	0
ons	mizh	1	1	0	1	1	0	0
ons	amen	1	0	0	0	0	0	0
ma	emis	1	0	0	0	0	0	0
ma	mizh	1	0	0	0	0	0	0
ma	amen	1	0	0	0	0	0	0
emis	mizh	1	0	0	0	0	0	0
emis	amen	1	0	0	0	0	0	0
mizh	amen	1	0	0	0	0	0	0
aji	ta	1	0	0	0	0	0	0
aji	an dra-ze	1	0	0	0	0	0	0
aji	ajo	1	0	0	0	0	0	0
aji	onova	1	0	1	0	0	1	1
aji	hety	0	0	0	0	0	0	0
aji	aka	1	0	0	0	0	0	0
aji	onen	0	0	0	0	0	0	0
aji	att	0	0	0	0	0	0	0
aji	ath	0	0	0	0	0	0	0
aji	kussu	0	0	0	0	0	0	0
aji	ayn	0	0	0	0	0	0	0
aji	na	0	0	0	0	0	0	0
aji	won	0	0	0	0	0	0	0
aji	an	0	0	0	0	0	0	0
aji	denne	0	0	0	0	0	0	0
aji	tamten	1	0	0	0	0	0	0
aji	tisti	1	0	0	0	0	0	0
aji	tann	1	0	0	0	0	0	0
aji	on a	1	0	0	0	0	0	0
aji	tas	0	0	0	0	0	0	0
aji	aj	1	0	0	0	0	0	0
aji	ai	1	0	1	0	0	1	1
aji	detta	1	0	0	0	0	0	0
aji	honno	1	0	0	0	0	0	0
ta	an dra-ze	1	0	0	0	0	0	0
ta	ajo	1	0	0	0	0	0	0
ta	onova	1	0	0	0	0	0	0
ta	hety	0	0	0	0	0	0	0
ta	aka	1	0	0	0	0	0	0
ta	onen	0	0	0	0	0	0	0
ta	att	0	0	0	0	0	0	0
ta	ath	0	0	0	0	0	0	0
ta	kussu	0	0	0	0	0	0	0
ta	ayn	0	0	0	0	0	0	0
ta	na	0	1	0	0	1	0	0
ta	won	0	0	0	0	0	0	0
ta	an	0	0	0	0	0	0	0
ta	denne	0	0	0	0	0	0	0
ta	tamten	1	0	0	0	0	0	0
ta	tisti	1	0	0	0	0	0	0
ta	tann	1	0	0	0	0	0	0
ta	on a	1	0	0	0	1	0	0
ta	tas	0	0	0	0	0	0	0
ta	aj	1	0	0	0	0	0	0
ta	ai	1	0	0	0	0	0	0
ta	detta	1	0	0	0	0	0	0
ta	honno	1	0	0	0	1	0	0
an dra-ze	ajo	1	0	0	0	0	0	0
an dra-ze	onova	1	0	0	0	0	0	0
an dra-ze	hety	0	0	0	0	0	0	0
an dra-ze	aka	1	0	0	0	0	0	0
an dra-ze	onen	0	0	0	0	0	0	0
an dra-ze	att	0	0	0	0	0	0	0
an dra-ze	ath	0	0	0	0	0	0	0
an dra-ze	kussu	0	0	0	0	0	0	0
an dra-ze	ayn	0	0	0	0	0	0	0
an dra-ze	na	0	1	0	1	1	0	0
an dra-ze	won	0	0	1	1	0	1	0
an dra-ze	an	0	0	0	0	0	0	0
an dra-ze	denne	0	0	0	0	0	0	0
an dra-ze	tamten	1	0	0	0	0	0	0
an dra-ze	tisti	1	0	0	0	0	0	0
an dra-ze	tann	1	0	0	0	0	0	0
an dra-ze	on a	1	0	0	0	0	0	0
an dra-ze	tas	0	0	0	0	0	0	0
an dra-ze	aj	1	0	0	0	0	0	0
an dra-ze	ai	1	0	0	0	0	0	0
an dra-ze	detta	1	0	0	0	0	0	0
an dra-ze	honno	1	0	0	0	0	0	0
ajo	onova	1	0	0	0	0	0	0
ajo	hety	0	0	0	0	0	0	0
ajo	aka	1	0	0	0	0	0	0
ajo	onen	0	1	0	0	0	0	0
ajo	att	0	0	0	0	0	0	0
ajo	ath	0	0	0	0	1	0	0
ajo	kussu	0	0	0	0	0	0	0
ajo	ayn	0	0	0	1	1	0	0
ajo	na	0	1	0	1	1	0	1
ajo	won	0	0	0	0	0	0	0
ajo	an	0	0	0	0	0	0	0
ajo	denne	0	0	0	0	0	0	0
ajo	tamten	1	0	0	1	1	0	0
ajo	tisti	1	1	0	0	1	0	0
ajo	tann	1	1	0	0	1	0	0
ajo	on a	1	1	0	1	1	0	0
ajo	tas	0	0	0	0	0	0	0
ajo	aj	1	0	0	0	0	0	0
ajo	ai	1	0	1	1	1	1	1
ajo	detta	1	0	0	0	0	0	0
ajo	honno	1	1	0	1	1	0	0
onova	hety	1	0	0	0	0	0	0
onova	aka	0	0	0	0	0	0	0
onova	onen	0	0	0	0	0	0	0
onova	att	0	0	0	0	0	0	0
onova	ath	0	0	0	0	0	0	0
onova	kussu	0	0	0	0	0	0	0
onova	ayn	0	0	0	0	0	0	0
onova	na	1	1	0	1	1	0	0
onova	won	1	0	1	1	1	1	1
onova	an	1	0	0	0	0	0	0
onova	denne	0	0	0	0	0	0	0
onova	tamten	0	0	0	0	0	0	0
onova	tisti	0	0	0	0	0	0	0
onova	tann	0	0	0	0	0	0	0
onova	on a	0	0	0	0	0	0	0
onova	tas	1	0	0	0	0	0	1
onova	aj	0	0	0	0	0	0	0
onova	ai	0	0	0	0	0	0	0
onova	detta	0	0	0	0	0	0	0
onova	honno	0	0	0	0	0	0	0
hety	aka	0	0	1	0	0	1	0
hety	onen	0	0	0	0	0	0	0
hety	att	0	0	0	0	0	0	0
hety	ath	0	0	0	0	0	0	0
hety	kussu	0	0	0	0	0	0	0
hety	ayn	0	0	0	0	0	0	0
hety	na	0	1	0	1	1	0	0
hety	won	0	0	0	0	0	0	0
hety	an	0	0	0	0	0	0	0
hety	denne	0	0	0	0	0	0	0
hety	tamten	1	0	0	0	0	0	0
hety	tisti	1	0	0	0	0	0	0
hety	tann	1	0	0	0	0	0	0
hety	on a	1	0	0	0	0	0	0
hety	tas	0	0	0	0	0	0	0
hety	aj	1	0	0	0	0	0	0
hety	ai	1	0	0	0	0	0	0
hety	detta	1	0	0	0	0	0	0
hety	honno	1	0	0	0	0	0	0
aka	onen	1	0	0	0	0	0	0
aka	att	0	0	0	0	0	0	0
aka	ath	0	0	0	0	0	0	0
aka	kussu	0	0	0	0	0	0	0
aka	ayn	0	0	0	0	0	0	0
aka	na	0	1	0	0	1	0	0
aka	won	0	0	0	0	0	0	0
aka	an	0	0	0	0	0	0	0
aka	denne	1	0	0	0	0	0	0
aka	tamten	0	0	0	0	0	0	0
aka	tisti	0	1	0	0	0	0	0
aka	tann	0	1	0	0	0	0	0
aka	on a	0	1	0	0	0	0	0
aka	tas	0	0	0	0	0	0	0
aka	aj	0	0	0	0	0	0	0
aka	ai	0	0	0	0	0	0	0
aka	detta	0	0	0	0	0	0	0
aka	honno	0	1	0	0	0	0	0
onen	att	0	0	0	0	0	0	0
onen	ath	0	0	0	0	0	0	0
onen	kussu	0	0	0	0	0	0	0
onen	ayn	0	0	0	0	0	0	0
onen	na	0	1	0	0	1	0	0
onen	won	0	0	0	0	0	0	0
onen	an	0	0	1	0	0	0	0
onen	denne	0	0	0	0	0	0	0
onen	tamten	0	0	1	1	1	1	1
onen	tisti	0	0	0	0	0	0	0
onen	tann	0	0	0	0	0	0	0
onen	on a	0	0	0	0	0	0	0
onen	tas	0	0	0	0	0	0	0
onen	aj	0	0	0	0	0	0	0
onen	ai	0	0	0	0	0	0	0
onen	detta	0	0	0	0	0	0	0
onen	honno	0	0	0	0	0	0	0
att	ath	0	0	1	0	0	0	0
att	kussu	0	0	0	0	0	0	0
att	ayn	0	0	0	0	0	0	0
att	na	0	1	0	1	1	0	0
att	won	0	0	0	0	1	0	0
att	an	0	0	0	0	0	0	0
att	denne	0	0	0	0	0	0	0
att	tamten	0	0	0	0	0	0	0
att	tisti	0	0	0	1	1	1	1
att	tann	0	0	0	1	1	0	0
att	on a	0	1	0	0	0	0	0
att	tas	0	0	0	0	0	0	0
att	aj	0	0	0	0	0	0	0
att	ai	0	0	0	0	0	0	0
att	detta	0	0	0	0	0	0	0
att	honno	0	0	0	1	1	1	1
ath	kussu	0	0	0	0	0	0	0
ath	ayn	0	0	0	0	0	0	0
ath	na	0	1	0	0	1	0	0
ath	won	0	0	0	0	0	0	0
ath	an	0	0	0	0	0	0	0
ath	denne	0	0	0	0	0	0	0
ath	tamten	0	0	0	0	0	0	0
ath	tisti	0	0	0	0	0	0	0
ath	tann	0	0	0	0	0	0	0
ath	on a	0	1	0	0	0	0	0
ath	tas	0	0	0	0	0	0	0
ath	aj	0	0	0	0	0	0	0
ath	ai	0	0	0	0	0	0	0
ath	detta	0	0	0	0	0	0	0
ath	honno	0	0	0	0	0	0	0
kussu	ayn	0	0	0	0	0	0	0
kussu	na	0	1	0	1	1	0	0
kussu	won	0	0	0	0	0	0	0
kussu	an	0	0	0	0	0	0	0
kussu	denne	0	0	0	0	0	0	0
kussu	tamten	0	0	0	0	0	0	0
kussu	tisti	0	0	0	0	0	0	0
kussu	tann	0	0	0	0	0	0	0
kussu	on a	0	0	0	0	0	0	0
kussu	tas	0	0	0	0	0	0	0
kussu	aj	0	0	0	0	0	0	0
kussu	ai	0	0	0	0	0	0	0
kussu	detta	0	0	0	0	0	0	0
kussu	honno	0	0	0	0	0	0	0
ayn	na	0	0	0	0	0	0	0
ayn	won	1	1	0	1	1	0	0
ayn	an	1	1	0	0	1	0	0
ayn	denne	0	1	0	1	1	1	1
ayn	tamten	0	1	0	1	1	0	0
ayn	tisti	0	1	0	1	1	0	0
ayn	tann	0	1	0	1	1	0	0
ayn	on a	0	1	0	1	1	1	1
ayn	tas	1	0	0	1	1	0	0
ayn	aj	0	1	0	0	0	0	0
ayn	ai	0	1	0	0	0	0	0
ayn	detta	0	1	0	0	0	0	0
ayn	honno	0	1	0	1	1	0	0
na	won	0	1	0	0	1	0	0
na	an	1	0	0	0	0	0	0
na	denne	0	0	0	0	0	0	0
na	tamten	0	0	0	0	0	0	0
na	tisti	0	0	0	0	0	0	0
na	tann	0	0	0	0	0	0	0
na	on a	0	1	0	0	1	0	0
na	tas	1	0	1	1	1	1	1
na	aj	0	0	0	0	0	0	0
na	ai	0	0	0	0	0	0	0
na	detta	0	0	0	0	0	0	0
na	honno	0	0	0	0	0	0	0
won	an	0	0	0	0	0	0	0
won	denne	0	0	0	0	0	0	0
won	tamten	0	0	0	0	0	0	0
won	tisti	0	0	0	0	0	0	0
won	tann	0	0	0	0	0	0	0
won	on a	0	0	0	0	0	0	0
won	tas	1	0	1	0	0	0	0
won	aj	0	0	0	0	0	0	0
won	ai	0	0	0	0	0	0	0
won	detta	0	0	0	0	0	0	0
won	honno	0	0	0	0	0	0	0
an	denne	0	0	0	0	0	0	0
an	tamten	0	0	0	0	0	0	0
an	tisti	0	0	0	0	1	0	0
an	tann	0	0	0	0	0	0	0
an	on a	0	0	1	1	1	1	1
an	tas	0	0	0	0	0	0	0
an	aj	0	0	0	0	0	0	0
an	ai	0	0	0	0	0	0	0
an	detta	0	0	0	0	0	0	0
an	honno	0	0	0	0	0	0	0
denne	tamten	0	0	0	0	0	0	0
denne	tisti	1	0	0	0	0	0	0
denne	tann	1	0	0	0	0	0	0
denne	on a	1	1	0	1	1	0	1
denne	tas	0	0	0	0	0	0	0
denne	aj	1	0	0	0	0	0	0
denne	ai	1	0	0	0	0	0	0
denne	detta	1	0	0	0	0	0	0
denne	honno	1	0	0	0	1	0	0
tamten	tisti	1	0	0	0	0	0	0
tamten	tann	1	1	0	0	0	0	0
tamten	on a	1	1	1	1	1	1	1
tamten	tas	0	0	0	0	0	0	0
tamten	aj	1	0	0	0	0	0	0
tamten	ai	1	0	0	0	0	0	0
tamten	detta	1	0	0	0	0	0	0
tamten	honno	1	1	0	0	1	0	0
tisti	tann	1	0	0	0	0	0	0
tisti	on a	1	1	0	0	0	0	0
tisti	tas	0	0	0	0	0	0	0
tisti	aj	1	0	0	0	0	0	0
tisti	ai	1	0	0	0	0	0	0
tisti	detta	1	0	0	0	0	0	0
tisti	honno	1	1	0	0	1	0	0
tann	on a	1	0	0	0	0	0	0
tann	tas	0	0	0	0	0	0	0
tann	aj	1	0	0	0	0	0	0
tann	ai	1	0	0	0	0	0	0
tann	detta	1	0	0	0	0	0	0
tann	honno	1	1	0	0	1	0	0
on a	tas	1	0	0	0	0	0	0
on a	aj	0	0	0	0	0	0	0
on a	ai	0	0	0	0	0	0	0
on a	detta	0	0	0	0	0	0	0
on a	honno	0	0	0	0	0	0	0
tas	aj	0	0	0	0	0	0	0
tas	ai	1	0	0	0	0	0	0
tas	detta	1	0	0	0	0	0	0
tas	honno	1	0	0	0	0	0	0
aj	ai	1	0	0	0	0	0	0
aj	detta	1	0	0	0	0	0	0
aj	honno	1	0	0	0	0	0	0
ai	detta	1	0	0	0	0	0	0
ai	honno	1	0	0	0	0	0	0
detta	honno	1	0	0	0	0	0	0
year	sal	1	0	0	0	0	0	0
year	rok	0	0	0	0	0	0	0
year	an	0	0	0	0	0	0	0
year	viti	0	0	0	0	0	0	0
year	ano	0	0	0	0	0	0	0
year	ar	0	0	0	0	0	0	0
year	metai	1	0	0	0	0	0	0
year	jaar	0	0	0	0	0	0	0
year	sal	1	0	0	0	0	0	0
year	etos	0	0	0	0	0	0	0
year	tari	0	0	0	0	0	0	0
year	sal	0	0	0	0	0	0	0
year	avurudda	0	0	0	0	0	0	0
year	bliadhan	0	0	0	0	0	0	0
year	jaer	0	0	0	0	0	0	0
year	moti	1	0	0	0	0	0	0
year	bloaz	0	0	0	0	0	0	0
year	leto	0	0	0	0	0	0	0
year	godina	0	0	0	0	0	0	0
year	annu	0	0	0	0	0	0	0
sal	rok	0	0	0	0	0	0	0
sal	an	0	0	0	0	0	0	0
sal	viti	0	0	0	0	0	0	0
sal	ano	0	0	0	0	0	0	0
sal	ar	0	0	0	0	0	0	0
sal	metai	0	0	0	0	0	0	0
sal	jaar	0	0	0	0	0	0	0
sal	sal	0	0	0	0	0	0	0
sal	etos	0	0	1	1	1	1	1
sal	tari	0	0	0	0	0	0	0
sal	sal	0	0	0	0	0	0	0
sal	avurudda	0	0	1	1	1	1	1
sal	bliadhan	0	0	0	0	0	0	0
